instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,temp_bin,hour_bin,cnt_bin
3282,2011-05-21,Summer,2011,May,15,No,Sunday,No,"Clear, Few clouds, Partly cloudy",0.72,0.6515,0.45,0.2537,232,274,506,panas,siang,rendah
3283,2011-05-21,Summer,2011,May,16,No,Sunday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.72,0.6515,0.39,0.2537,204,267,471,panas,siang,rendah
3284,2011-05-21,Summer,2011,May,17,No,Sunday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.72,0.6515,0.42,0.1642,191,253,444,panas,sore,rendah
3285,2011-05-21,Summer,2011,May,18,No,Sunday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.7,0.6364,0.45,0.1642,191,253,444,panas,sore,rendah
3286,2011-05-21,Summer,2011,May,19,No,Sunday,No,"Clear, Few clouds, Partly cloudy",0.68,0.6364,0.47,0.1642,117,184,301,panas,malam,rendah
3287,2011-05-21,Summer,2011,May,20,No,Sunday,No,"Clear, Few clouds, Partly cloudy",0.62,0.6061,0.61,0.0,84,164,248,panas,malam,rendah
3288,2011-05-21,Summer,2011,May,21,No,Sunday,No,"Clear, Few clouds, Partly cloudy",0.62,0.6061,0.61,0.1045,77,150,227,panas,malam,rendah
3289,2011-05-21,Summer,2011,May,22,No,Sunday,No,"Clear, Few clouds, Partly cloudy",0.6,0.5909,0.69,0.1343,78,126,204,sejuk,malam,rendah
3290,2011-05-21,Summer,2011,May,23,No,Sunday,No,"Clear, Few clouds, Partly cloudy",0.58,0.5455,0.78,0.0896,42,103,145,sejuk,malam,rendah
3291,2011-05-22,Summer,2011,May,0,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.54,0.5152,0.88,0.1642,31,100,131,sejuk,subuh,rendah
3292,2011-05-22,Summer,2011,May,1,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.52,0.5,0.94,0.1343,17,81,98,sejuk,subuh,rendah
3293,2011-05-22,Summer,2011,May,2,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.52,0.5,0.94,0.1045,18,50,68,sejuk,subuh,rendah
3294,2011-05-22,Summer,2011,May,3,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.5,0.4848,1.0,0.1045,10,23,33,sejuk,subuh,rendah
3295,2011-05-22,Summer,2011,May,4,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.5,0.4848,1.0,0.0,3,9,12,sejuk,subuh,rendah
3296,2011-05-22,Summer,2011,May,5,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.5,0.4848,1.0,0.1045,1,5,6,sejuk,subuh,rendah
3297,2011-05-22,Summer,2011,May,6,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.52,0.5,0.94,0.1045,5,13,18,sejuk,subuh,rendah
3298,2011-05-22,Summer,2011,May,7,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.54,0.5152,0.88,0.1045,13,27,40,sejuk,pagi,rendah
3299,2011-05-22,Summer,2011,May,8,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.6,0.5909,0.73,0.0896,29,65,94,sejuk,pagi,rendah
3300,2011-05-22,Summer,2011,May,9,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.62,0.6061,0.69,0.1045,59,130,189,panas,pagi,rendah
3301,2011-05-22,Summer,2011,May,10,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.64,0.6061,0.65,0.1343,135,170,305,panas,pagi,rendah
3302,2011-05-22,Summer,2011,May,11,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.7,0.6515,0.54,0.194,164,209,373,panas,siang,rendah
3303,2011-05-22,Summer,2011,May,12,No,Monday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.72,0.6667,0.51,0.194,146,255,401,panas,siang,rendah
3304,2011-05-22,Summer,2011,May,13,No,Monday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.66,0.6212,0.54,0.2239,180,275,455,panas,siang,rendah
3305,2011-05-22,Summer,2011,May,14,No,Monday,No,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.62,0.6061,0.69,0.194,125,191,316,panas,siang,rendah
3306,2011-05-22,Summer,2011,May,15,No,Monday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.66,0.6212,0.61,0.1642,110,221,331,panas,siang,rendah
3307,2011-05-22,Summer,2011,May,16,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.68,0.6364,0.61,0.1343,72,201,273,panas,siang,rendah
3308,2011-05-22,Summer,2011,May,17,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.7,0.6515,0.58,0.2537,93,213,306,panas,sore,rendah
3309,2011-05-22,Summer,2011,May,18,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.66,0.6212,0.61,0.2239,120,238,358,panas,sore,rendah
3310,2011-05-22,Summer,2011,May,19,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.66,0.6212,0.61,0.194,107,193,300,panas,malam,rendah
3311,2011-05-22,Summer,2011,May,20,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.64,0.6061,0.65,0.1642,57,174,231,panas,malam,rendah
3312,2011-05-22,Summer,2011,May,21,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.62,0.5909,0.73,0.194,27,109,136,panas,malam,rendah
3313,2011-05-22,Summer,2011,May,22,No,Monday,No,"Clear, Few clouds, Partly cloudy",0.6,0.5606,0.83,0.1343,35,86,121,sejuk,malam,rendah
3314,2011-05-22,Summer,2011,May,23,No,Monday,No,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.58,0.5455,0.83,0.1343,19,46,65,sejuk,malam,rendah
3315,2011-05-23,Summer,2011,May,0,No,Tuesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.56,0.5303,0.88,0.1343,23,18,41,sejuk,subuh,rendah
3316,2011-05-23,Summer,2011,May,1,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy",0.56,0.5303,0.88,0.1045,4,5,9,sejuk,subuh,rendah
3317,2011-05-23,Summer,2011,May,2,No,Tuesday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.56,0.5303,0.88,0.1642,2,3,5,sejuk,subuh,rendah
3318,2011-05-23,Summer,2011,May,3,No,Tuesday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.54,0.5152,0.94,0.1642,0,4,4,sejuk,subuh,rendah
3319,2011-05-23,Summer,2011,May,4,No,Tuesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.54,0.5152,0.94,0.0,2,2,4,sejuk,subuh,rendah
3320,2011-05-23,Summer,2011,May,5,No,Tuesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.54,0.5152,0.94,0.0,0,11,11,sejuk,subuh,rendah
3321,2011-05-23,Summer,2011,May,6,No,Tuesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.54,0.5152,1.0,0.0,4,92,96,sejuk,subuh,rendah
3322,2011-05-23,Summer,2011,May,7,No,Tuesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.56,0.5303,0.94,0.1045,13,223,236,sejuk,pagi,rendah
3323,2011-05-23,Summer,2011,May,8,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy",0.6,0.5455,0.88,0.194,50,359,409,sejuk,pagi,rendah
3324,2011-05-23,Summer,2011,May,9,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy",0.6,0.5455,0.88,0.2239,36,131,167,sejuk,pagi,rendah
3325,2011-05-23,Summer,2011,May,10,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy",0.66,0.6212,0.74,0.2985,49,72,121,panas,pagi,rendah
3326,2011-05-23,Summer,2011,May,11,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy",0.68,0.6364,0.69,0.3881,73,107,180,panas,siang,rendah
3327,2011-05-23,Summer,2011,May,12,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy",0.68,0.6364,0.69,0.3881,65,139,204,panas,siang,rendah
3328,2011-05-23,Summer,2011,May,13,No,Tuesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.74,0.6818,0.58,0.4179,49,155,204,panas,siang,rendah
3329,2011-05-23,Summer,2011,May,14,No,Tuesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.72,0.6818,0.62,0.5224,57,130,187,panas,siang,rendah
3330,2011-05-23,Summer,2011,May,15,No,Tuesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.72,0.6818,0.62,0.4478,57,119,176,panas,siang,rendah
3331,2011-05-23,Summer,2011,May,16,No,Tuesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.72,0.6818,0.62,0.2985,56,223,279,panas,siang,rendah
3332,2011-05-23,Summer,2011,May,17,No,Tuesday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.72,0.6818,0.7,0.3881,56,373,429,panas,sore,rendah
3333,2011-05-23,Summer,2011,May,18,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy",0.7,0.6667,0.74,0.2836,68,385,453,panas,sore,rendah
3334,2011-05-23,Summer,2011,May,19,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy",0.7,0.6667,0.74,0.2239,56,302,358,panas,malam,rendah
3335,2011-05-23,Summer,2011,May,20,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy",0.64,0.5758,0.83,0.2239,39,271,310,panas,malam,rendah
3336,2011-05-23,Summer,2011,May,21,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy",0.64,0.5758,0.89,0.2239,33,155,188,panas,malam,rendah
3337,2011-05-23,Summer,2011,May,22,No,Tuesday,Yes,"Clear, Few clouds, Partly cloudy",0.62,0.5455,0.94,0.2239,25,106,131,panas,malam,rendah
3338,2011-05-23,Summer,2011,May,23,No,Tuesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.62,0.5606,0.88,0.194,19,53,72,panas,malam,rendah
3339,2011-05-24,Summer,2011,May,0,No,Wednesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.6,0.5152,0.94,0.194,12,23,35,sejuk,subuh,rendah
3340,2011-05-24,Summer,2011,May,1,No,Wednesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.6,0.5152,0.94,0.1642,6,9,15,sejuk,subuh,rendah
3341,2011-05-24,Summer,2011,May,2,No,Wednesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.6,0.5152,0.94,0.194,2,8,10,sejuk,subuh,rendah
3342,2011-05-24,Summer,2011,May,3,No,Wednesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.58,0.5455,0.94,0.1045,0,2,2,sejuk,subuh,rendah
3343,2011-05-24,Summer,2011,May,4,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy",0.6,0.5455,0.88,0.1045,1,3,4,sejuk,subuh,rendah
3344,2011-05-24,Summer,2011,May,5,No,Wednesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.58,0.5455,0.94,0.2537,2,22,24,sejuk,subuh,rendah
3345,2011-05-24,Summer,2011,May,6,No,Wednesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.58,0.5455,0.94,0.194,10,102,112,sejuk,subuh,rendah
3346,2011-05-24,Summer,2011,May,7,No,Wednesday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.64,0.5909,0.78,0.194,26,288,314,panas,pagi,rendah
3347,2011-05-24,Summer,2011,May,8,No,Wednesday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.62,0.5758,0.83,0.2239,31,403,434,panas,pagi,rendah
3348,2011-05-24,Summer,2011,May,9,No,Wednesday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.64,0.6061,0.73,0.194,27,111,138,panas,pagi,rendah
3349,2011-05-24,Summer,2011,May,10,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy",0.7,0.6515,0.61,0.3284,18,90,108,panas,pagi,rendah
3350,2011-05-24,Summer,2011,May,11,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy",0.74,0.6667,0.51,0.2239,33,142,175,panas,siang,rendah
3351,2011-05-24,Summer,2011,May,12,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy",0.76,0.6818,0.45,0.3881,41,129,170,panas,siang,rendah
3352,2011-05-24,Summer,2011,May,13,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy",0.78,0.697,0.46,0.2537,38,152,190,panas,siang,rendah
3353,2011-05-24,Summer,2011,May,14,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy",0.78,0.697,0.46,0.2836,27,126,153,panas,siang,rendah
3354,2011-05-24,Summer,2011,May,15,No,Wednesday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.74,0.6818,0.55,0.4179,59,129,188,panas,siang,rendah
3355,2011-05-24,Summer,2011,May,16,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy",0.66,0.6212,0.69,0.194,52,225,277,panas,siang,rendah
3356,2011-05-24,Summer,2011,May,17,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy",0.7,0.6515,0.61,0.1045,56,492,548,panas,sore,rendah
3357,2011-05-24,Summer,2011,May,18,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy",0.7,0.6515,0.7,0.194,74,490,564,panas,sore,rendah
3358,2011-05-24,Summer,2011,May,19,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy",0.66,0.6212,0.74,0.194,45,310,355,panas,malam,rendah
3359,2011-05-24,Summer,2011,May,20,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy",0.66,0.6212,0.74,0.0896,39,241,280,panas,malam,rendah
3360,2011-05-24,Summer,2011,May,21,No,Wednesday,Yes,"Clear, Few clouds, Partly cloudy",0.64,0.5909,0.78,0.0896,21,168,189,panas,malam,rendah
3361,2011-05-24,Summer,2011,May,22,No,Wednesday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.62,0.5606,0.88,0.2239,26,115,141,panas,malam,rendah
3362,2011-05-24,Summer,2011,May,23,No,Wednesday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.66,0.6212,0.74,0.1642,13,53,66,panas,malam,rendah
3363,2011-05-25,Summer,2011,May,0,No,Thursday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.6,0.5606,0.83,0.2239,3,32,35,sejuk,subuh,rendah
3364,2011-05-25,Summer,2011,May,1,No,Thursday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.58,0.5455,0.83,0.194,6,2,8,sejuk,subuh,rendah
3365,2011-05-25,Summer,2011,May,2,No,Thursday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.56,0.5303,0.94,0.0,0,8,8,sejuk,subuh,rendah
3366,2011-05-25,Summer,2011,May,3,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy",0.54,0.5152,1.0,0.1343,0,9,9,sejuk,subuh,rendah
3367,2011-05-25,Summer,2011,May,4,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy",0.54,0.5152,1.0,0.1045,0,3,3,sejuk,subuh,rendah
3368,2011-05-25,Summer,2011,May,5,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy",0.56,0.5303,0.88,0.0896,2,23,25,sejuk,subuh,rendah
3369,2011-05-25,Summer,2011,May,6,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy",0.56,0.5303,0.94,0.0896,4,113,117,sejuk,subuh,rendah
3370,2011-05-25,Summer,2011,May,7,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy",0.62,0.5909,0.73,0.1343,29,284,313,panas,pagi,rendah
3371,2011-05-25,Summer,2011,May,8,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy",0.64,0.6061,0.69,0.2239,36,495,531,panas,pagi,rendah
3372,2011-05-25,Summer,2011,May,9,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy",0.68,0.6364,0.65,0.0896,27,207,234,panas,pagi,rendah
3373,2011-05-25,Summer,2011,May,10,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy",0.7,0.6515,0.61,0.0896,30,105,135,panas,pagi,rendah
3374,2011-05-25,Summer,2011,May,11,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy",0.74,0.6667,0.51,0.0896,36,104,140,panas,siang,rendah
3375,2011-05-25,Summer,2011,May,12,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy",0.74,0.6818,0.55,0.1343,32,178,210,panas,siang,rendah
3376,2011-05-25,Summer,2011,May,13,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy",0.74,0.6818,0.55,0.1343,39,163,202,panas,siang,rendah
3377,2011-05-25,Summer,2011,May,14,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy",0.74,0.6818,0.55,0.1642,47,121,168,panas,siang,rendah
3378,2011-05-25,Summer,2011,May,15,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy",0.76,0.697,0.52,0.2537,37,145,182,panas,siang,rendah
3379,2011-05-25,Summer,2011,May,16,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy",0.74,0.6667,0.51,0.2836,61,238,299,panas,siang,rendah
3380,2011-05-25,Summer,2011,May,17,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy",0.74,0.6667,0.51,0.2239,77,524,601,panas,sore,rendah
3381,2011-05-25,Summer,2011,May,18,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy",0.72,0.6667,0.58,0.2239,66,451,517,panas,sore,rendah
3382,2011-05-25,Summer,2011,May,19,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy",0.7,0.6515,0.61,0.1343,73,332,405,panas,malam,rendah
3383,2011-05-25,Summer,2011,May,20,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy",0.7,0.6515,0.61,0.1642,56,284,340,panas,malam,rendah
3384,2011-05-25,Summer,2011,May,21,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy",0.66,0.6212,0.69,0.1343,33,203,236,panas,malam,rendah
3385,2011-05-25,Summer,2011,May,22,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy",0.66,0.6212,0.69,0.2537,34,140,174,panas,malam,rendah
3386,2011-05-25,Summer,2011,May,23,No,Thursday,Yes,"Clear, Few clouds, Partly cloudy",0.64,0.6061,0.73,0.1343,12,74,86,panas,malam,rendah
3387,2011-05-26,Summer,2011,May,0,No,Friday,Yes,"Clear, Few clouds, Partly cloudy",0.64,0.6061,0.73,0.1343,11,34,45,panas,subuh,rendah
3388,2011-05-26,Summer,2011,May,1,No,Friday,Yes,"Clear, Few clouds, Partly cloudy",0.64,0.6061,0.73,0.1343,3,13,16,panas,subuh,rendah
3389,2011-05-26,Summer,2011,May,2,No,Friday,Yes,"Clear, Few clouds, Partly cloudy",0.62,0.5758,0.83,0.1045,7,7,14,panas,subuh,rendah
3390,2011-05-26,Summer,2011,May,3,No,Friday,Yes,"Clear, Few clouds, Partly cloudy",0.6,0.5455,0.88,0.0896,0,4,4,sejuk,subuh,rendah
3391,2011-05-26,Summer,2011,May,4,No,Friday,Yes,"Clear, Few clouds, Partly cloudy",0.6,0.5455,0.88,0.0,0,2,2,sejuk,subuh,rendah
3392,2011-05-26,Summer,2011,May,5,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.6,0.5455,0.88,0.0896,2,25,27,sejuk,subuh,rendah
3393,2011-05-26,Summer,2011,May,6,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.6,0.5,1.0,0.0896,4,94,98,sejuk,subuh,rendah
3394,2011-05-26,Summer,2011,May,7,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.62,0.5455,0.94,0.2537,16,270,286,panas,pagi,rendah
3395,2011-05-26,Summer,2011,May,8,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.66,0.6061,0.83,0.1642,31,458,489,panas,pagi,rendah
3396,2011-05-26,Summer,2011,May,9,No,Friday,Yes,"Clear, Few clouds, Partly cloudy",0.72,0.6818,0.7,0.1642,22,194,216,panas,pagi,rendah
3397,2011-05-26,Summer,2011,May,10,No,Friday,Yes,"Clear, Few clouds, Partly cloudy",0.7,0.6667,0.74,0.2836,49,94,143,panas,pagi,rendah
3398,2011-05-26,Summer,2011,May,11,No,Friday,Yes,"Clear, Few clouds, Partly cloudy",0.74,0.697,0.66,0.2239,36,124,160,panas,siang,rendah
3399,2011-05-26,Summer,2011,May,12,No,Friday,Yes,"Clear, Few clouds, Partly cloudy",0.78,0.7424,0.59,0.3284,53,141,194,panas,siang,rendah
3400,2011-05-26,Summer,2011,May,13,No,Friday,Yes,"Clear, Few clouds, Partly cloudy",0.82,0.7727,0.52,0.2836,52,145,197,panas,siang,rendah
3401,2011-05-26,Summer,2011,May,14,No,Friday,Yes,"Clear, Few clouds, Partly cloudy",0.82,0.7727,0.52,0.2836,44,145,189,panas,siang,rendah
3402,2011-05-26,Summer,2011,May,15,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.82,0.7576,0.46,0.2836,40,101,141,panas,siang,rendah
3403,2011-05-26,Summer,2011,May,16,No,Friday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.8,0.7424,0.49,0.3582,58,233,291,panas,siang,rendah
3404,2011-05-26,Summer,2011,May,17,No,Friday,Yes,"Clear, Few clouds, Partly cloudy",0.8,0.7273,0.46,0.2836,49,445,494,panas,sore,rendah
3405,2011-05-26,Summer,2011,May,18,No,Friday,Yes,"Clear, Few clouds, Partly cloudy",0.8,0.7273,0.46,0.3284,74,404,478,panas,sore,rendah
3406,2011-05-26,Summer,2011,May,19,No,Friday,Yes,"Clear, Few clouds, Partly cloudy",0.78,0.697,0.46,0.3284,67,311,378,panas,malam,rendah
3407,2011-05-26,Summer,2011,May,20,No,Friday,Yes,"Clear, Few clouds, Partly cloudy",0.72,0.6667,0.58,0.1642,55,267,322,panas,malam,rendah
3408,2011-05-26,Summer,2011,May,21,No,Friday,Yes,"Clear, Few clouds, Partly cloudy",0.72,0.6818,0.62,0.0896,45,178,223,panas,malam,rendah
3409,2011-05-26,Summer,2011,May,22,No,Friday,Yes,"Clear, Few clouds, Partly cloudy",0.7,0.6515,0.65,0.1343,23,157,180,panas,malam,rendah
3410,2011-05-26,Summer,2011,May,23,No,Friday,Yes,"Clear, Few clouds, Partly cloudy",0.7,0.6515,0.65,0.194,17,73,90,panas,malam,rendah
3411,2011-05-27,Summer,2011,May,0,No,Saturday,Yes,"Clear, Few clouds, Partly cloudy",0.68,0.6364,0.69,0.2537,14,55,69,panas,subuh,rendah
3412,2011-05-27,Summer,2011,May,1,No,Saturday,Yes,"Clear, Few clouds, Partly cloudy",0.7,0.6515,0.58,0.2985,14,36,50,panas,subuh,rendah
3413,2011-05-27,Summer,2011,May,2,No,Saturday,Yes,"Clear, Few clouds, Partly cloudy",0.68,0.6364,0.61,0.2239,6,12,18,panas,subuh,rendah
3414,2011-05-27,Summer,2011,May,3,No,Saturday,Yes,"Clear, Few clouds, Partly cloudy",0.66,0.6212,0.65,0.0896,1,11,12,panas,subuh,rendah
3415,2011-05-27,Summer,2011,May,4,No,Saturday,Yes,"Clear, Few clouds, Partly cloudy",0.64,0.6061,0.69,0.1343,2,5,7,panas,subuh,rendah
3416,2011-05-27,Summer,2011,May,5,No,Saturday,Yes,"Clear, Few clouds, Partly cloudy",0.64,0.6061,0.65,0.2836,2,29,31,panas,subuh,rendah
3417,2011-05-27,Summer,2011,May,6,No,Saturday,Yes,"Clear, Few clouds, Partly cloudy",0.64,0.6061,0.69,0.0896,8,73,81,panas,subuh,rendah
3418,2011-05-27,Summer,2011,May,7,No,Saturday,Yes,"Clear, Few clouds, Partly cloudy",0.64,0.6061,0.73,0.1642,20,229,249,panas,pagi,rendah
3419,2011-05-27,Summer,2011,May,8,No,Saturday,Yes,"Clear, Few clouds, Partly cloudy",0.66,0.6212,0.74,0.2836,25,393,418,panas,pagi,rendah
3420,2011-05-27,Summer,2011,May,9,No,Saturday,Yes,"Clear, Few clouds, Partly cloudy",0.7,0.6515,0.65,0.2836,37,190,227,panas,pagi,rendah
3421,2011-05-27,Summer,2011,May,10,No,Saturday,Yes,"Clear, Few clouds, Partly cloudy",0.72,0.6667,0.54,0.3881,42,111,153,panas,pagi,rendah
3422,2011-05-27,Summer,2011,May,11,No,Saturday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.74,0.6818,0.55,0.3284,40,126,166,panas,siang,rendah
3423,2011-05-27,Summer,2011,May,12,No,Saturday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.76,0.697,0.55,0.2985,53,190,243,panas,siang,rendah
3424,2011-05-27,Summer,2011,May,13,No,Saturday,Yes,"Clear, Few clouds, Partly cloudy",0.74,0.6818,0.58,0.194,51,158,209,panas,siang,rendah
3425,2011-05-27,Summer,2011,May,14,No,Saturday,Yes,"Clear, Few clouds, Partly cloudy",0.76,0.697,0.55,0.2537,51,188,239,panas,siang,rendah
3426,2011-05-27,Summer,2011,May,15,No,Saturday,Yes,"Clear, Few clouds, Partly cloudy",0.78,0.7121,0.49,0.2836,98,258,356,panas,siang,rendah
3427,2011-05-27,Summer,2011,May,16,No,Saturday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.76,0.697,0.55,0.3881,63,356,419,panas,siang,rendah
3428,2011-05-27,Summer,2011,May,17,No,Saturday,Yes,"Clear, Few clouds, Partly cloudy",0.74,0.6818,0.58,0.3881,77,414,491,panas,sore,rendah
3429,2011-05-27,Summer,2011,May,18,No,Saturday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.72,0.6818,0.62,0.2985,89,310,399,panas,sore,rendah
3430,2011-05-27,Summer,2011,May,19,No,Saturday,Yes,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.6,0.5758,0.78,0.2537,69,210,279,sejuk,malam,rendah
3431,2011-05-27,Summer,2011,May,20,No,Saturday,Yes,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.62,0.5909,0.73,0.2239,24,120,144,panas,malam,rendah
3432,2011-05-27,Summer,2011,May,21,No,Saturday,Yes,"Clear, Few clouds, Partly cloudy",0.6,0.5606,0.83,0.1045,37,114,151,sejuk,malam,rendah
3433,2011-05-27,Summer,2011,May,22,No,Saturday,Yes,"Clear, Few clouds, Partly cloudy",0.6,0.5758,0.78,0.1343,25,116,141,sejuk,malam,rendah
